PROVEEDOR,DEPARTAMENTO,MUNICIPIO,SEGMENTO,Periodo_2015_4,Periodo_2016_1,Periodo_2016_2,Periodo_2016_3,Periodo_2016_4,Periodo_2017_1,Periodo_2017_2,Periodo_2017_3,Periodo_2017_4
COLOMBIA TELECOMUNICACIONES S.A. ESP,RISARALDA,SANTUARIO,Residencial - Estrato 3,184,183,185,187,185,181,180,170,163
COLOMBIA TELECOMUNICACIONES S.A. ESP,RISARALDA,SANTUARIO,Residencial - Estrato 4,3,4,6,5,6,6,6,6,5
COLOMBIA TELECOMUNICACIONES S.A. ESP,RISARALDA,SANTUARIO,Residencial - Estrato 5,-,-,-,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,RISARALDA,SANTUARIO,Residencial - Estrato 6,-,-,-,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,RISARALDA,SANTUARIO,Sin estratificar,-,-,-,1,0,1,0,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,RISARALDA,SANTUARIO,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,AGUADA,Corporativo,5,5,5,5,5,5,5,5,5
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,ALBANIA,Residencial - Estrato 3,1,1,0,0,0,0,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,ARATOCA,Corporativo,17,17,17,18,16,16,15,15,15
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,ARATOCA,Residencial - Estrato 1,5,5,4,4,3,3,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,ARATOCA,Residencial - Estrato 2,57,54,52,52,51,48,45,40,40
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,ARATOCA,Residencial - Estrato 3,15,15,13,13,11,10,9,9,8
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BARBOSA,Corporativo,496,490,471,497,513,525,492,496,485
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BARBOSA,Residencial - Estrato 1,59,58,56,53,50,47,43,43,41
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BARBOSA,Residencial - Estrato 2,975,971,924,921,879,882,896,905,884
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BARBOSA,Residencial - Estrato 3,239,233,223,215,213,205,191,185,180
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BARBOSA,Residencial - Estrato 4,44,44,43,43,41,40,39,39,35
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BARBOSA,Residencial - Estrato 5,0,0,0,0,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BARBOSA,Sin estratificar,-,-,-,1,0,1,2,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BARBOSA,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BARICHARA,Corporativo,46,48,46,47,45,45,45,42,42
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BARICHARA,Residencial - Estrato 1,10,9,9,9,9,9,8,7,7
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BARICHARA,Residencial - Estrato 2,35,32,33,31,31,31,28,27,27
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BARICHARA,Residencial - Estrato 3,224,221,214,212,206,199,191,185,185
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BARICHARA,Residencial - Estrato 4,3,3,3,3,3,2,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BARICHARA,Sin estratificar,-,-,-,1,0,-,-,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BARRANCABERMEJA,Corporativo,3546,3416,3298,3177,3382,3321,2839,2918,2932
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BARRANCABERMEJA,Residencial - Estrato 1,2319,2294,2266,2170,1924,1858,1769,1664,1575
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BARRANCABERMEJA,Residencial - Estrato 2,6683,6291,5980,5569,4785,4904,5089,5114,5219
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BARRANCABERMEJA,Residencial - Estrato 3,2578,2438,2362,2284,2166,2070,1967,1871,1806
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BARRANCABERMEJA,Residencial - Estrato 4,1576,1524,1485,1444,1368,1301,1233,1177,1127
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BARRANCABERMEJA,Residencial - Estrato 5,166,163,163,163,151,154,147,136,136
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BARRANCABERMEJA,Residencial - Estrato 6,3,3,4,4,4,3,3,3,5
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BARRANCABERMEJA,Sin estratificar,-,-,-,8,9,8,10,0,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BARRANCABERMEJA,Uso propio interno del operador,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BETULIA,Corporativo,18,17,16,17,16,16,16,16,16
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BETULIA,Residencial - Estrato 1,5,4,4,4,3,3,3,3,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BETULIA,Residencial - Estrato 2,23,23,22,21,21,20,18,17,17
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BETULIA,Residencial - Estrato 3,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BOLÍVAR,Corporativo,21,21,20,21,20,20,20,20,20
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BOLÍVAR,Residencial - Estrato 1,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BOLÍVAR,Residencial - Estrato 2,6,5,5,5,5,5,5,5,5
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BOLÍVAR,Residencial - Estrato 3,4,4,4,4,4,4,4,3,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BOLÍVAR,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BUCARAMANGA,Corporativo,3562,3501,3284,3258,3806,3790,3089,3033,2873
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BUCARAMANGA,Residencial - Estrato 1,101,102,107,107,97,96,87,81,80
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BUCARAMANGA,Residencial - Estrato 2,1307,1222,1171,1117,1025,1073,1119,1140,1218
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BUCARAMANGA,Residencial - Estrato 3,798,779,760,738,721,688,642,597,569
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BUCARAMANGA,Residencial - Estrato 4,623,653,706,704,705,707,673,638,603
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BUCARAMANGA,Residencial - Estrato 5,41,47,50,54,54,49,46,45,40
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BUCARAMANGA,Residencial - Estrato 6,94,87,86,86,85,90,85,81,76
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BUCARAMANGA,Sin estratificar,-,-,-,3,1,6,2,2,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,BUCARAMANGA,Uso propio interno del operador,31,31,28,28,12,12,12,12,12
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CABRERA,Corporativo,3,3,3,3,3,3,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CALIFORNIA,Corporativo,7,5,3,4,4,4,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CALIFORNIA,Residencial - Estrato 1,1,1,1,1,1,1,1,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CALIFORNIA,Residencial - Estrato 2,4,4,4,4,4,4,4,3,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CALIFORNIA,Residencial - Estrato 3,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CAPITANEJO,Corporativo,20,18,18,18,16,16,16,16,16
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CAPITANEJO,Residencial - Estrato 1,7,7,5,5,4,4,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CAPITANEJO,Residencial - Estrato 2,36,33,32,31,28,24,22,22,20
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CAPITANEJO,Residencial - Estrato 3,7,6,5,4,4,4,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CARCASÍ,Corporativo,11,11,11,12,10,10,10,10,10
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CARCASÍ,Residencial - Estrato 1,4,4,3,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CARCASÍ,Residencial - Estrato 2,2,2,2,2,2,2,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CARCASÍ,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CEPITÁ,Residencial - Estrato 3,-,-,-,-,-,-,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CERRITO,Corporativo,15,15,13,14,13,13,12,12,13
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CERRITO,Residencial - Estrato 1,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CERRITO,Residencial - Estrato 2,21,21,20,19,18,18,17,15,15
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CERRITO,Residencial - Estrato 3,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CERRITO,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CHARALÁ,Corporativo,70,70,67,69,67,63,60,61,69
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CHARALÁ,Residencial - Estrato 1,19,19,18,17,16,13,11,11,11
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CHARALÁ,Residencial - Estrato 2,47,45,41,40,39,35,34,31,90
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CHARALÁ,Residencial - Estrato 3,160,155,153,143,135,119,112,107,100
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CHARALÁ,Residencial - Estrato 4,5,4,4,4,4,3,3,3,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CHARALÁ,Residencial - Estrato 5,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CHARALÁ,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CHARTA,Corporativo,3,3,3,4,3,3,3,3,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CHARTA,Residencial - Estrato 1,4,4,4,3,3,2,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CHARTA,Residencial - Estrato 2,8,8,6,6,5,4,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CHIMA,Corporativo,12,12,12,13,12,12,12,12,12
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CHIMA,Residencial - Estrato 1,0,0,0,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CHIMA,Residencial - Estrato 2,2,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CHIMA,Residencial - Estrato 3,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CHIPATÁ,Corporativo,8,8,8,8,8,8,8,8,8
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CIMITARRA,Corporativo,157,155,149,158,149,144,137,130,144
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CIMITARRA,Residencial - Estrato 1,72,66,61,80,75,80,73,62,56
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CIMITARRA,Residencial - Estrato 2,110,104,97,114,102,110,99,89,103
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CIMITARRA,Residencial - Estrato 3,31,30,28,27,26,24,22,20,20
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CIMITARRA,Residencial - Estrato 4,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CIMITARRA,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CONCEPCIÓN,Corporativo,18,18,18,19,18,17,17,17,17
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CONCEPCIÓN,Residencial - Estrato 1,2,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CONCEPCIÓN,Residencial - Estrato 2,51,48,45,43,36,34,32,32,31
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CONFINES,Corporativo,4,4,4,4,4,4,4,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CONTRATACIÓN,Corporativo,19,19,18,19,18,18,18,18,18
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CONTRATACIÓN,Residencial - Estrato 1,4,4,4,4,4,4,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CONTRATACIÓN,Residencial - Estrato 2,32,32,30,30,27,26,26,26,25
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CONTRATACIÓN,Residencial - Estrato 3,18,18,17,15,13,13,12,12,12
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,COROMORO,Corporativo,4,4,4,2,2,2,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,COROMORO,Residencial - Estrato 2,0,0,0,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,COROMORO,Residencial - Estrato 3,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CURITÍ,Corporativo,28,28,28,29,28,27,26,26,25
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CURITÍ,Residencial - Estrato 1,6,5,5,4,4,4,3,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CURITÍ,Residencial - Estrato 2,73,72,71,68,63,59,54,52,49
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CURITÍ,Residencial - Estrato 3,32,32,32,31,27,27,27,25,22
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,CURITÍ,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,EL CARMEN DE CHUCURÍ,Corporativo,18,18,16,17,15,15,15,15,14
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,EL CARMEN DE CHUCURÍ,Residencial - Estrato 1,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,EL CARMEN DE CHUCURÍ,Residencial - Estrato 2,25,24,23,23,23,20,20,18,17
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,EL CARMEN DE CHUCURÍ,Residencial - Estrato 3,3,3,3,3,3,3,3,3,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,EL GUACAMAYO,Corporativo,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,EL GUACAMAYO,Residencial - Estrato 3,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,EL PLAYÓN,Corporativo,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,ENCINO,Corporativo,4,4,4,4,3,3,3,3,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,ENCINO,Residencial - Estrato 1,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,ENCINO,Residencial - Estrato 2,1,0,0,0,0,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,ENCISO,Corporativo,9,8,7,8,7,7,7,7,7
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,ENCISO,Residencial - Estrato 1,3,3,3,3,3,2,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,ENCISO,Residencial - Estrato 2,9,7,5,5,5,5,5,4,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,ENCISO,Residencial - Estrato 3,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,FLORIÁN,Residencial - Estrato 2,2,2,2,2,2,2,2,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,FLORIDABLANCA,Corporativo,458,441,427,412,440,433,388,392,390
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,FLORIDABLANCA,Residencial - Estrato 1,255,257,256,250,224,222,240,237,223
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,FLORIDABLANCA,Residencial - Estrato 2,1599,1566,1546,1483,1390,1373,1376,1361,1407
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,FLORIDABLANCA,Residencial - Estrato 3,542,538,533,533,528,520,497,462,438
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,FLORIDABLANCA,Residencial - Estrato 4,120,122,129,124,121,131,127,120,113
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,FLORIDABLANCA,Residencial - Estrato 5,104,109,103,100,96,96,87,86,82
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,FLORIDABLANCA,Residencial - Estrato 6,3,3,3,3,2,2,2,3,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,FLORIDABLANCA,Sin estratificar,-,-,-,3,4,7,4,0,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,FLORIDABLANCA,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GALÁN,Corporativo,14,14,14,15,14,14,14,14,12
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GALÁN,Residencial - Estrato 1,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GALÁN,Residencial - Estrato 2,21,20,19,18,18,18,17,17,17
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GALÁN,Residencial - Estrato 3,2,2,2,2,2,2,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GAMBITA,Corporativo,7,5,5,6,4,4,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GAMBITA,Residencial - Estrato 3,0,0,0,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GIRÓN,Corporativo,378,354,306,308,341,358,296,307,301
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GIRÓN,Residencial - Estrato 1,322,308,289,291,248,220,218,231,223
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GIRÓN,Residencial - Estrato 2,931,873,824,859,808,804,827,904,938
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GIRÓN,Residencial - Estrato 3,246,257,260,297,316,294,258,237,210
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GIRÓN,Residencial - Estrato 4,6,8,8,11,11,11,9,10,10
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GIRÓN,Sin estratificar,-,-,-,2,4,4,5,0,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GIRÓN,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GUACA,Corporativo,10,10,10,11,10,10,10,10,10
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GUACA,Residencial - Estrato 1,14,14,12,11,10,10,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GUACA,Residencial - Estrato 2,26,19,18,17,16,13,13,13,13
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GUACA,Residencial - Estrato 3,3,3,3,3,3,3,3,3,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GUADALUPE,Corporativo,20,20,19,20,19,19,19,19,16
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GUADALUPE,Residencial - Estrato 1,4,4,4,4,4,4,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GUADALUPE,Residencial - Estrato 2,9,9,8,8,7,7,7,6,6
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GUADALUPE,Residencial - Estrato 3,20,18,18,18,18,18,16,16,15
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GUAPOTÁ,Corporativo,8,8,8,8,8,8,8,8,8
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GUAPOTÁ,Residencial - Estrato 1,5,5,5,4,4,4,3,3,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GUAPOTÁ,Residencial - Estrato 2,7,7,7,6,5,5,5,5,5
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GUAVATÁ,Corporativo,15,15,15,16,15,15,15,15,15
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GUAVATÁ,Residencial - Estrato 1,2,2,2,2,2,2,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GUAVATÁ,Residencial - Estrato 2,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GUAVATÁ,Residencial - Estrato 3,8,7,6,5,5,5,5,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GÜEPSA,Corporativo,18,18,17,18,17,16,16,16,14
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GÜEPSA,Residencial - Estrato 1,4,4,4,4,3,3,3,3,3
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GÜEPSA,Residencial - Estrato 2,42,41,39,39,39,34,34,32,28
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,GÜEPSA,Residencial - Estrato 3,4,4,4,4,4,4,4,4,4
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,HATO,Corporativo,7,7,7,6,6,6,6,6,6
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,HATO,Residencial - Estrato 1,2,2,2,2,2,2,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,HATO,Residencial - Estrato 2,2,2,2,2,2,2,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,HATO,Residencial - Estrato 3,3,3,3,2,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,JESÚS MARÍA,Corporativo,10,9,9,10,9,8,8,8,8
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,JESÚS MARÍA,Residencial - Estrato 2,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,LA BELLEZA,Corporativo,8,8,7,8,7,7,7,7,7
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,LA BELLEZA,Residencial - Estrato 2,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,LA PAZ,Corporativo,16,16,15,16,15,15,14,14,14
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,LA PAZ,Residencial - Estrato 1,1,1,1,1,1,1,1,1,1
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,LA PAZ,Residencial - Estrato 2,4,4,4,4,3,3,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,LA PAZ,Residencial - Estrato 3,3,3,3,3,3,3,3,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,LANDÁZURI,Corporativo,19,19,19,17,16,15,14,14,14
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,LANDÁZURI,Residencial - Estrato 1,2,2,2,2,2,2,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,LANDÁZURI,Residencial - Estrato 2,4,4,3,3,2,2,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,LANDÁZURI,Residencial - Estrato 3,16,15,13,13,11,11,11,9,8
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,LEBRIJA,Corporativo,192,188,183,203,193,189,197,196,187
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,LEBRIJA,Residencial - Estrato 1,30,28,26,36,34,32,32,31,31
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,LEBRIJA,Residencial - Estrato 2,192,187,181,305,308,288,296,285,266
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,LEBRIJA,Residencial - Estrato 3,228,222,216,212,205,198,192,182,180
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,LEBRIJA,Residencial - Estrato 4,7,7,7,7,7,7,7,6,5
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,LEBRIJA,Sin estratificar,-,-,-,2,0,-,-,0,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,LEBRIJA,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,LOS SANTOS,Corporativo,17,15,13,14,13,13,13,13,13
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,LOS SANTOS,Residencial - Estrato 1,10,10,10,10,10,9,9,9,9
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,LOS SANTOS,Residencial - Estrato 2,45,44,45,44,37,36,35,34,32
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,LOS SANTOS,Residencial - Estrato 3,15,15,14,14,14,13,13,11,10
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,LOS SANTOS,Residencial - Estrato 4,4,4,4,4,4,2,2,2,2
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,LOS SANTOS,Residencial - Estrato 6,1,1,0,0,0,0,-,-,-
COLOMBIA TELECOMUNICACIONES S.A. ESP,SANTANDER,LOS SANTOS,Uso propio interno del operador,0,-,-,-,-,-,-,-,-
